max-len,This line has a length of 83. Maximum allowed is 80
sort-imports,Imports should be sorted alphabetically
max-len,This line has a length of 93. Maximum allowed is 80
complexity,Function 'isValidAverageCost' has a complexity of 5. Maximum allowed is 4
sort-imports,Imports should be sorted alphabetically
max-lines-per-function,Function 'inputView' has too many lines (53). Maximum allowed is 50
sort-imports,Expected 'multiple' syntax before 'single' syntax
sort-imports,Imports should be sorted alphabetically
max-len,This line has a length of 93. Maximum allowed is 80
require-jsdoc,Missing JSDoc comment
max-lines-per-function,Function 'TodoNotification' has too many lines (65). Maximum allowed is 50
complexity,Function '_init' has a complexity of 5. Maximum allowed is 4
sort-imports,Imports should be sorted alphabetically
max-lines-per-function,Function 'BudgetFormView' has too many lines (55). Maximum allowed is 50
no-unused-vars,'_' is defined but never used
sort-imports,Imports should be sorted alphabetically
max-lines-per-function,Function 'reviewChoiceView' has too many lines (89). Maximum allowed is 50
complexity,Function '_handleStateUpdate' has a complexity of 5. Maximum allowed is 4
sort-imports,Imports should be sorted alphabetically
max-lines-per-function,Function 'reviewDetailsView' has too many lines (57). Maximum allowed is 50
complexity,Function '_shouldUpdate' has a complexity of 6. Maximum allowed is 4
complexity,Function '_handleStateUpdate' has a complexity of 5. Maximum allowed is 4
require-jsdoc,Missing JSDoc comment
max-len,This line has a length of 87. Maximum allowed is 80
max-len,This line has a length of 95. Maximum allowed is 80
max-lines-per-function,Function 'routeDetailsView' has too many lines (76). Maximum allowed is 50
complexity,Method 'render' has a complexity of 7. Maximum allowed is 4
sort-imports,Imports should be sorted alphabetically
max-lines-per-function,Function 'RouteOptionFormView' has too many lines (84). Maximum allowed is 50
sort-imports,Expected 'multiple' syntax before 'single' syntax
max-lines-per-function,Function 'averageCostView' has too many lines (83). Maximum allowed is 50
no-unused-vars,'event' is defined but never used
require-jsdoc,Missing JSDoc comment
sort-imports,Imports should be sorted alphabetically
no-mixed-operators,Unexpected mix of '||' and '&&'
no-mixed-operators,Unexpected mix of '||' and '&&'
max-lines-per-function,Function 'daysPerWeekView' has too many lines (61). Maximum allowed is 50
no-unused-vars,'event' is defined but never used
max-lines-per-function,Function 'milesView' has too many lines (64). Maximum allowed is 50
no-unused-vars,'event' is defined but never used
max-lines-per-function,Function 'transitTimeView' has too many lines (61). Maximum allowed is 50
complexity,Function '_setResponse' has a complexity of 5. Maximum allowed is 4
