OPE ID,School,Recipients
00233700, Bethany Lutheran College,30.0
00233900, Central Lakes College,3.0
00234000, Carleton College,313.0
00234100, College of Saint Benedict,396.0
00234200, St. Catherine University,434.0
00234300, College of Saint Scholastica,262.0
00234500, University of Saint Thomas,415.0
00234600, Concordia College - Moorhead,547.0
00234700, Concordia University - Saint Paul,91.0
00235000, Vermilion Community College,
00235300, Gustavus Adolphus College,360.0
00235400, Hamline University,592.0
00235500, Hibbing Community College,15.0
00235600, Itasca Community College,23.0
00235700, Luther Seminary,69.0
00235800, Macalester College,278.0
00236000," Minnesota State University, Mankato",682.0
00236100, Martin Luther College,92.0
00236200, Minneapolis Community and Technical College,
00236500, Minneapolis College of Art & Design,80.0
00236600, Crossroads College,
00236700, Minnesota State University Moorhead,392.0
00236900, North Central University,101.0
00237000, North Hennepin Community College,131.0
00237100, University of Northwestern- St Paul,124.0
00237300, Rochester Community and Technical College,
00237500, Southwest Minnesota State University,157.0
00237700, St. Cloud State University,440.0
00237900, Saint John's University,236.0
00238000, Saint Mary's University of Minnesota,207.0
00238200, Saint Olaf College,357.0
00238300, Crown College,110.0
00238500, Northland Community and Technical College,19.0
00238800, University of Minnesota  Duluth,1539.0
00238900, University of Minnesota - Morris,46.0
00239100, Mitchell Hamline School of Law,100.0
00239300, Minnesota State College - Southeast Technical,
00239400, Winona State University,241.0
00239600, Alcorn State University,
00239700, Belhaven University,66.0
00239800, Blue Mountain College,
00240100, Coahoma Community College,
00240200, Copiah-Lincoln Community College,
00240300, Delta State University,116.0
00240400, East Central Community College,
00240500, East Mississippi Community College,
00240700, Hinds Community College,
00240800, Holmes Community College,
00240900, Itawamba Community College,
00241000, Jackson State University,120.0
00241100, Jones County Junior College,
00241300, Meridian Community College,
00241400, Millsaps College,69.0
00241500, Mississippi College,100.0
00241600, Mississippi Delta Community College,
00241700, Mississippi Gulf Coast Community College,
00242200, Mississippi University for Women,74.0
00242300, Mississippi State University,1324.0
00242400, Mississippi Valley State University,
00242600, Northeast Mississippi Community College,
00242700, Northwest Mississippi Community College,
00243000, Pearl River Community College,
00243300, Rust College,
00243600, Southwest Mississippi Community College,
00243900, Tougaloo College,
00244000, University of Mississippi,707.0
00244100, University of Southern Mississippi,2123.0
00244700, William Carey University,6.0
00244900, Avila University,199.0
00245000, Calvary Bible College,
00245200, Central Bible College,
00245300, Central Methodist University,33.0
00245400, University of Central Missouri,1012.0
00245600, Columbia College,
00245700, Concordia Seminary,21.0
00245800, Cottey College,
00245900, Crowder College,
00246000, Culver-Stockton College,70.0
00246100, Drury University,169.0
00246200, Eden Theological Seminary,
00246300, Evangel University,569.0
00246400, Fontbonne University,136.0
00246600, Harris - Stowe State University,
00246700, Conception Seminary College,
00246800, Jefferson College,
00247100, Saint Louis Community College,
00247300, Kansas City Art Institute,151.0
00247400, Kansas City University of Medicine and Biosciences,21.0
00247700, A. T. Still University of Health Sciences,41.0
00247900, Lincoln University,
00248000, Lindenwood University,6.0
00248200, Maryville University of Saint Louis,35.0
00248400, Metropolitan Community College,
00248500, Midwestern Baptist Theological Seminary,
00248600, Mineral Area College,
00248800, Missouri Southern State University,267.0
00248900, Missouri Valley College,19.0
00249000, Missouri Western State University,125.0
00249100, Moberly Area Community College,
00249500, Truman State University,589.0
00249600, Northwest Missouri State University,373.0
00249800, Park University,66.0
00249900, Rockhurst University,227.0
00250000, College of the Ozarks,
00250100, Southeast Missouri State University,329.0
00250200, Southwest Baptist University,623.0
00250300, Missouri State University,297.0
00250400, Saint Louis College of Pharmacy,68.0
00250600, Saint Louis University,766.0
00251200, Stephens College,51.0
00251400, North Central Missouri College,
00251600, University of Missouri - Columbia,1255.0
00251700, Missouri University of Science and Technology,365.0
00251800, University of Missouri - Kansas City,471.0
00251900, University of Missouri - Saint Louis,505.0
00252000, Washington University in St. Louis,1785.0
00252100, Webster University,215.0
00252200, Wentworth Military Academy and College,
00252300, Westminster College,51.0
00252400, William Jewell College,267.0
00252500, William Woods University,49.0
00252600, Carroll College,387.0
00252700, University of Great Falls,119.0
00252800, Miles Community College,
00252900, Dawson Community College,7.0
00253000, Montana State University - Billings,137.0
00253100, Montana Tech of the University of Montana,111.0
00253200, Montana State University Bozeman,1689.0
00253300, Montana State University - Northern,112.0
00253400, Rocky Mountain College,38.0
00253600, University of Montana (The),938.0
00253700, University of Montana Western (The),3.0
00253900, Chadron State College,
00254000, College of Saint Mary,94.0
00254100, Concordia University,104.0
00254200, Creighton University,1250.0
00254400, Doane College,79.0
00254700, Grace University,
00254800, Hastings College,155.0
00255100, University of Nebraska - Kearney,201.0
00255300, Midland University,348.0
00255400, University of Nebraska - Omaha,351.0
00255500, Nebraska Wesleyan University,328.0
00255700, Mid-Plains Community College,
00255900, Peru State College,
00256000, Western Nebraska Community College,
00256300, Union College,142.0
00256500, University of Nebraska,2809.0
00256600, Wayne State College,80.0
00256700, York College,39.0
00256800," University of Nevada , Reno",320.0
00256900, University of Nevada - Las Vegas,35.0
00257200, Colby-Sawyer College,45.0
00257300, Dartmouth College,929.0
00257500, Franklin Pierce University,247.0
00257900, New England College,276.0
00258000, Southern New Hampshire University,278.0
00258100, NHTI  - Concord's Community College,69.0
00258200, Manchester Community College,2.0
00258300, Great Bay Community College,7.0
00258600, Rivier University,39.0
00258700, Saint Anselm College,310.0
00258900, University of New Hampshire,1832.0
00259000, Keene State College,352.0
00259100, Plymouth State University of the University System of New Hampshire,354.0
00259600, Atlantic Cape Community College,
00259700, Bloomfield College,
00259800, Caldwell College,
00259900, Centenary College,165.0
00260000, College of Saint Elizabeth,26.0
00260100, Cumberland County College,
00260300, Drew University,27.0
00260700, Fairleigh Dickinson University,520.0
00260800, Georgian Court University,
00260900, Rowan University,188.0
00261000, Felician College,
00261300, New Jersey City University,70.0
00261500, Middlesex County College,
00261600, Monmouth University,526.0
00261700, Montclair State University,598.0
00262100, New Jersey Institute of Technology,748.0
00262200, Kean University,214.0
00262400, Ocean County College,
00262500, William Paterson University of New Jersey,122.0
00262600, Princeton Theological Seminary,67.0
00262700, Princeton University,153.0
00262800, Rider University,774.0
00262900," Rutgers, the State University of New Jersey",4601.0
00263200, Seton Hall University,451.0
00263800, Saint Peter's University,
00263900, Stevens Institute of Technology,974.0
00264200, College of New Jersey (The),225.0
00264300, Union County College,
00264900, Santa Fe University of Art and Design,65.0
00265000, University of the Southwest,
00265100, Eastern New Mexico University,128.0
00265300, New Mexico Highlands University,60.0
00265400, New Mexico Institute of Mining & Technology,103.0
00265500, New Mexico Junior College,
00265600, New Mexico Military Institute,
00265700, New Mexico State University,1016.0
00266000, San Juan College,
00266300, University of New Mexico,769.0
00266400, Western New Mexico University,1.0
00266500, Vaughn College of Aeronautics and Technology,
00266600, Adelphi University,309.0
00266700, Dowling College,36.0
00266800, Alfred University,615.0
00266900, Bank Street College of Education,16.0
00267000, Summit University of Pennsylvania,
00267100, Bard College,145.0
00267700, Brooklyn Law School,
00267800, Bryant & Stratton College,
00268100, Canisius College,387.0
00268500, Cazenovia College,
00269900, Clarkson University,729.0
00270100, Colgate University,108.0
00270300, College of Mount Saint Vincent,39.0
00270400, College of New Rochelle (The),327.0
00270500, College of Saint Rose,81.0
00270700, Columbia University in the City of New York,2538.0
00270800, Barnard College,30.0
00270900, Concordia College,
00271000, Cooper Union for the Advancement of Science & Art (The),2.0
00271100, Cornell University,2912.0
00271200, D'Youville College,400.0
00271300, Dominican College of Blauvelt,19.0
00271800, Elmira College,168.0
00272200, Fordham University,598.0
00272600, General Theological Seminary of the Episcopal Church (The),
00272800, Hamilton College,85.0
00272900, Hartwick College,198.0
00273100, Hobart and William Smith Colleges,122.0
00273200, Hofstra University,546.0
00273400, Houghton College,169.0
00273500, Hilbert College,20.0
00273700, Iona College,132.0
00273900, Ithaca College,1016.0
00274100, American Jewish University,
00274200, Juilliard School (The),27.0
00274400, Keuka College,129.0
00274800, Le Moyne College,316.0
00274900, New York College of Podiatric Medicine,133.0
00275100, Long Island University,1053.0
00275800, Manhattan College,34.0
00275900, Manhattan School of Music,55.0
00276000, Manhattanville College,265.0
00276300, Maria College,25.0
00276500, Marist College,688.0
00276900, Marymount Manhattan College,
00277200, Mercy College,
00277500, Molloy College,225.0
00277700, Medaille College,
00277800, Mount Saint Mary College,42.0
00277900, Nazareth College of Rochester,297.0
00278200, New York Institute of Technology,294.0
00278300, New York Law School,123.0
00278400, New York Medical College,212.0
00278500, New York University,4428.0
00278800, Niagara University,546.0
00278900, Notre Dame College of St Johns University,
00279000, Nyack College,39.0
00279100, Pace University,999.0
00279500, Paul Smith's College of Arts & Sciences,62.0
00279800, Pratt Institute,486.0
00280300, Rensselaer Polytechnic Institute,2105.0
00280500, Roberts Wesleyan College,349.0
00280600, Rochester Institute of Technology,2648.0
00280800, Daemen College,161.0
00281000, Sage Colleges,128.0
00281200, Trocaire College,
00281300, Sarah Lawrence College,116.0
00281400, Skidmore College,115.0
00281600, Siena College,361.0
00281700, St. Bonaventure University,189.0
00282000, Saint Francis College,39.0
00282100, Saint John Fisher College,429.0
00282300, Saint John's University,470.0
00282500, Saint Joseph's College,44.0
00282900, St. Lawrence University,129.0
00283200, Saint Thomas Aquinas College,32.0
00283400, Excelsior College,
00283500, State University of New York at Albany,1892.0
00283600, Binghamton University,550.0
00283700, State University of New York at Buffalo,2804.0
00283800, State University of New York at Stony Brook,762.0
00283900, State University of New York Downstate Medical Center,701.0
00284000, State University of New York Upstate Medical University,85.0
00284100, SUNY College at Brockport,701.0
00284200, SUNY College at Buffalo,584.0
00284300, SUNY College at Cortland,202.0
00284400, SUNY at Fredonia,419.0
00284500, SUNY College at Geneseo,743.0
00284600, State University of New York at New Paltz,210.0
00284700, SUNY College at Oneonta,549.0
00284800, SUNY College at Oswego,736.0
00284900, State University of New York College at Plattsburgh,133.0
00285000, State University of New York College at Potsdam,300.0
00285100, SUNY College of Environment Science & Forestry,130.0
00285300, SUNY Maritime College,76.0
00285400, SUNY College of Technology at Alfred,335.0
00285500, SUNY College of Technology at Canton,404.0
00285600, SUNY College of Agriculture & Technology at Cobleskill,396.0
00285700, SUNY College of Technology at Delhi,172.0
00285800, State University of New York at Farmingdale,656.0
00285900, SUNY College of Agriculture & Technology at Morrisville,118.0
00286000, Adirondack Community College - SUNY Office of Community Colleges,
00286100, Cayuga Community College - SUNY Office of Community College,
00286200, SUNY Broome Community College,
00286300, Corning Community College - SUNY Office of Community Colleges,
00286400, Dutchess Community College,
00286600, Fashion Institute of Technology,225.0
00286700, SUNY Fulton-Montgomery Community College,
00286800, Hudson Valley Community College,
00286900, Jamestown Community College,
00287000, Jefferson Community College,
00287100, Mohawk Valley Community College - SUNY Office of Community Colleges,240.0
00287200, Monroe Community College,
00287300, Nassau Community College,
00287400, Niagara County Community College,
00287500, Onondaga Community College,
00287600, Orange County Community College,1.0
00287700, Rockland Community College,
00287800, Suffolk County Community College,
00287900, Sullivan County Community College - SUNY Office of Community Colleges,26.0
00288000, Ulster County Community College,
00288100, SUNY Westchester Community College,
00288200, Syracuse University,3154.0
00288300, Utica College,104.0
00288500, Albany College of Pharmacy and Health Sciences,105.0
00288600, Albany Law School of Union University,106.0
00288700, Albany Medical College,130.0
00288900, Union College,75.0
00289000, Union Theological Seminary,17.0
00289400, University of Rochester,1573.0
00289500, Vassar College,155.0
00289600, Villa Maria College of Buffalo,
00289900, Wagner College,191.0
00290100, Wells College,74.0
00290300, Yeshiva University,393.0
00290500, North Carolina Agricultural & Technical State University,20.0
00290600, Appalachian State University,565.0
00290700, University of North Carolina  Asheville,72.0
00290800, Barton College,28.0
00291000, Belmont Abbey College,
00291100, Bennett College,37.0
00291200, Brevard College,18.0
00291300, Campbell University,231.0
00291400, Catawba College,156.0
00291500, Central Piedmont Community College,
00291600, Chowan University,46.0
00291700, College of the Albemarle,
00291800, Davidson College,
00291900, Davidson County Community College,
00292000, Duke University,1623.0
00292300, East Carolina University,744.0
00292600, Elizabeth City State University,22.0
00292700, Elon University,114.0
00292800, Fayetteville State University,58.0
00292900, Gardner - Webb University,235.0
00293000, Greensboro College,121.0
00293100, Guilford College,191.0
00293300, High Point University,113.0
00293400, Isothermal Community College,
00293500, Laurel University,
00293600, Johnson C Smith University,
00293700, King's College,96.0
00293900, Lees-McRae College,17.0
00294000, Lenoir Community College,
00294100, Lenoir-Rhyne University,30.0
00294200, Livingstone College,
00294300, Louisburg College,55.0
00294400, Mars Hill University,83.0
00294500, Meredith College,34.0
00294600, Methodist University,2.0
00294700, Mitchell Community College,
00294800, Montreat College,25.0
00294900, University of Mount Olive,32.0
00295000, North Carolina Central University,194.0
00295100, North Carolina Wesleyan College,22.0
00295300, William Peace University,
00295400, University of North Carolina at Pembroke,60.0
00295500, Pfeiffer University,24.0
00295600, Piedmont International University,
00295700, Queens University of Charlotte,1.0
00295800, Rockingham Community College,
00296000, Salem College,
00296100, Sandhills Community College,
00296200, Shaw University,
00296400, Southeastern Community College,
00296800, Saint Augustine's University,105.0
00297000, Surry Community College,
00297200, North Carolina State University,1147.0
00297300, Gaston College,
00297400, University of North Carolina - Chapel Hill,2502.0
00297500, University of North Carolina - Charlotte,495.0
00297600, University of North Carolina - Greensboro,231.0
00297800, Wake Forest University,693.0
00297900, Warren Wilson College,2.0
00298000, Wayne Community College,
00298100, Western Carolina University,147.0
00298200, Western Piedmont Community College,
00298300, Wilkes Community College,
00298400, University of North Carolina at Wilmington (The),58.0
00298500, Wingate University,
00298600, Winston-Salem State University,33.0
00298800, Bismarck State College,
00298900, Dickinson State University,28.0
00299000, University of Jamestown,90.0
00299100, Lake Region State College,62.0
00299200, University of Mary,112.0
00299300, Mayville State University,86.0
00299400, Minot State University,187.0
00299500, Dakota College at Bottineau,56.0
00299600, North Dakota State College of Science,98.0
00299700, North Dakota State University - Fargo,898.0
00300500, University of North Dakota,1197.0
00300700, Williston State College,17.0
00300800, Valley City State University,86.0
00301000, Antioch University,173.0
00301100, Art Academy of Cincinnati,
00301200, Ashland University,135.0
00301400, Baldwin Wallace University,349.0
00301600, Bluffton University,282.0
00301800, Bowling Green State University,762.0
00302300, Capital University,475.0
00302400, Case Western Reserve University,1531.0
00302500, Cedarville University,97.0
00302600, Central State University,
00302900, Cincinnati Christian University,
00303000, Ohio Christian University,
00303100, Cleveland Institute of Music (The),98.0
00303200, Cleveland State University,550.0
00303300, Mount St. Joseph University,169.0
00303500, Ohio Dominican University,129.0
00303600, Franciscan University of Steubenville,39.0
00303700, College of Wooster (The),485.0
00303900, Columbus College of Art & Design,157.0
00304000, Cuyahoga Community College,20.0
00304100, Defiance College,139.0
00304200, Denison University,436.0
00304400, Trinity Lutheran Seminary,
00304500, University of Findlay (The),105.0
00304600, Franklin University,
00304800, Heidelberg University,312.0
00304900, Hiram College,159.0
00305000, John Carroll University,290.0
00305100, Kent State University,3723.0
00306500, Kenyon College,79.0
00306600, Lake Erie College,67.0
00306800, Lorain County Community College,
00306900, Lourdes University,11.0
00307200, Malone University,240.0
00307300, Marietta College,199.0
00307500, Methodist Theological School in Ohio,
00307700, Miami University,748.0
00307800, Wright State University,1223.0
00308300, University of Mount Union,415.0
00308400, Muskingum University,57.0
00308500, Notre Dame College of Ohio,14.0
00308600, Oberlin College,381.0
00308900, Ohio Northern University,390.0
00309000, Ohio State University (The),1909.0
00310000, Ohio University,1355.0
00310900, Ohio Wesleyan University,169.0
00311000, Otterbein University,368.0
00311300, Pontifical College Josephinum,7.0
00311400, Firelands Regional Medical Center,5.0
00311500, Rabbinical College of Telshe,
00311600, University of Rio Grande,29.0
00311900, Sinclair Community College,
00312100, Tiffin University,4.0
00312200, United Theological Seminary,
00312300, University of Akron (The),752.0
00312500, University of Cincinnati,1853.0
00312700, University of Dayton,777.0
00313100, University of Toledo,980.0
00313300, Urbana University,135.0
00313400, Ursuline College,50.0
00313500, Walsh University,374.0
00314100, Wilberforce University,103.0
00314200, Wilmington College,524.0
00314300, Wittenberg University,391.0
00314400, Xavier University,613.0
00314500, Youngstown State University,92.0
00314600, Western Oklahoma State College,
00314700, Bacone College,
00314900, Southern Nazarene University,97.0
00315000, Cameron University,
00315100, Oklahoma Wesleyan University,91.0
00315200, University of Central Oklahoma,91.0
00315300, Connors State College,
00315400, East Central University,
00315500, Eastern Oklahoma State College,
00315600, Redlands Community College,
00315700, Langston University,
00315800, Murray State College,
00316000, Northeastern Oklahoma A & M College,
00316100, Northeastern State University,212.0
00316200, Northern Oklahoma College,
00316300, Northwestern Oklahoma State University,
00316400, Oklahoma Baptist University,52.0
00316500, Oklahoma Christian University,250.0
00316600, Oklahoma City University,166.0
00316700, University of Science & Arts of Oklahoma,1.0
00316800, Rogers State University,
00317000, Oklahoma State University,773.0
00317200, Oklahoma State University Institute of Technology - Okmulgee,139.0
00317400, Oklahoma Panhandle State University,
00317600, Carl Albert State College,
00317800, Seminole State College,
00317900, Southeastern Oklahoma State University,
00318000, Southwestern Christian University,
00318100, Southwestern Oklahoma State University,
00318300, Saint Gregory's University,
00318400, University of Oklahoma,737.0
00318500, University of Tulsa (The),322.0
00318600, Blue Mountain Community College,
00318800, Central Oregon Community College,
00318900, Clatsop Community College,
00319100, Concordia University,
00319300, Eastern Oregon University,120.0
00319400, George Fox University,186.0
00319600, Lane Community College,569.0
00319700, Lewis & Clark College,718.0
00319800, Linfield College,161.0
00319900, Marylhurst University,23.0
00320400, Mount Hood Community College,
00320600, Multnomah University,
00320700, Pacific Northwest College of Art,
00320800, Northwest Christian University,20.0
00320900, Western Oregon University,740.0
00321000, Oregon State University,1847.0
00321100, Oregon Institute of Technology,241.0
00321200, Pacific University,436.0
00321300, Portland Community College,143.0
00321600, Portland State University,524.0
00321700, Reed College,403.0
00321800, Chemeketa Community College,487.0
00321900, Southern Oregon University,500.0
00322000, Southwestern Oregon Community College,
00322100, Treasure Valley Community College,
00322200, Umpqua Community College,
00322300, University of Oregon,2449.0
00322400, University of Portland,262.0
00322500, Warner Pacific College,23.0
00322700, Willamette University,515.0
00322800, Bryn Athyn College of the New Church,
00322900, Albright College,737.0
00323000, Allegheny College,608.0
00323100, Community College of Allegheny County,
00323300, Alvernia University,31.0
00323500, Arcadia University,73.0
00323700, Bryn Mawr College,133.0
00323800, Bucknell University,101.0
00323900, Bucks County Community College,
00324000, Butler County Community College,
00324100, Cabrini College,88.0
00324200, Carnegie Mellon University,870.0
00324300, Cedar Crest College,93.0
00324400, Chatham University,30.0
00324500, Chestnut Hill College,16.0
00324700, Misericordia  University,200.0
00324900, Community College of Philadelphia,
00325200, Delaware Valley University,236.0
00325300, Dickinson College,351.0
00325600, Drexel University,1982.0
00325800, Duquesne University of the Holy Spirit,996.0
00325900, Eastern University,132.0
00326200, Elizabethtown College,373.0
00326500, Franklin & Marshall College,377.0
00326600, Gannon University,97.0
00326700, Geneva College,353.0
00326800, Gettysburg College,45.0
00327000, Gwynedd Mercy University,60.0
00327200, Harcum College,66.0
00327300, Harrisburg Area Community College,
00327400, Haverford College,4.0
00327500, Holy Family University,126.0
00327600, Immaculata University,55.0
00327700, Indiana University of Pennsylvania,1555.0
00327900, Juniata College,87.0
00328000, Keystone College,
00328200, Kings College,315.0
00328300, Lackawanna College,13.0
00328400, Lafayette College,274.0
00328500, Lancaster Bible College,4.0
00328600, Lancaster Theological Seminary of the United Church of Christ,
00328700, La Salle University,938.0
00328800, Lebanon Valley College,242.0
00328900, Lehigh University,263.0
00329000, Lincoln University,146.0
00329200, Lutheran Theological Seminary - Philadelphia,
00329300, Lycoming College,102.0
00329400, Manor College,4.0
00329600, Marywood University,152.0
00329700, Mercyhurst University,124.0
00329800, Messiah College,320.0
00330000, Moore College of Art and Design,46.0
00330100, Moravian College,305.0
00330200, Mount Aloysius College,26.0
00330300, Carlow University,224.0
00330400, Muhlenberg College,116.0
00330600, University of Valley Forge,24.0
00330900, Peirce College,
00331100, Salus University,737.0
00331300, Widener University,813.0
00331500, Bloomsburg University of Pennsylvania,52.0
00331600, California University of Pennsylvania,175.0
00331700, Cheyney University of Pennsylvania,
00331800, Clarion University of Pennsylvania,66.0
00332000, East Stroudsburg University of Pennsylvania,225.0
00332100, Edinboro University of Pennsylvania,108.0
00332200, Kutztown University of Pennsylvania,579.0
00332300, Lock Haven University of Pennsylvania,61.0
00332400, Mansfield University of Pennsylvania,246.0
00332500, Millersville University of Pennsylvania,129.0
00332600, Shippensburg University of Pennsylvania,365.0
00332700, Slippery Rock University,513.0
00332800, West Chester University of Pennsylvania,481.0
00332900, Pennsylvania State University (The),2622.0
00335000, University of the Arts (The),162.0
00335100, Cairn University,
00335200, Philadelphia College of Osteopathic Medicine,351.0
00335300, University of the Sciences in Philadelphia,50.0
00335400, Philadelphia University,140.0
00335700, Point Park University,306.0
00335900, Robert Morris University,124.0
00336000, Rosemont College,38.0
00336200, Seton Hill University,97.0
00336400, Saint Charles Borromeo Seminary,
00336600, Saint Francis University,64.0
00336700, Saint Joseph's University,126.0
00336800, Saint Vincent College & Seminary,89.0
00336900, Susquehanna University,128.0
00337000, Swarthmore College,6.0
00337100, Temple University,5485.0
00337600, Thiel College,239.0
00337800, University of Pennsylvania,2536.0
00337900, University of Pittsburgh - Pittsburgh,3586.0
00338400, University of Scranton,351.0
00338500, Ursinus College,136.0
00338600, Valley Forge Military College,
00338800, Villanova University,962.0
00338900, Washington and Jefferson College,19.0
00339100, Waynesburg University,150.0
00339200, Westminster College,274.0
00339400, Wilkes University,445.0
00339500, Pennsylvania College of Technology,
00339600, Wilson College,64.0
00339900, York College of Pennsylvania,6.0
00340100, Brown University,1010.0
00340200, Bryant University,443.0
00340400, Johnson & Wales University,5257.0
00340600, Providence College,687.0
00340700, Rhode Island College,829.0
00340800, Community College of Rhode Island,
00340900, Rhode Island School of Design,300.0
00341000, Roger Williams University,216.0
00341100, Salve Regina University,243.0
00341400, University of Rhode Island,471.0
00341700, Allen University,
00341800, Anderson University,161.0
00341900, Charleston Southern University,166.0
00342000, Benedict College,46.0
00342100, Bob Jones University,
00342200, Southern Wesleyan University,45.0
00342300," Citadel, The Military College of South Carolina",41.0
00342400, Claflin University,
00342500, Clemson University,590.0
00342700, Coker College,66.0
00342800, College of Charleston,169.0
00342900, Columbia International University,
00343000, Columbia College,34.0
00343100, Converse College,70.0
00343200, Erskine College,35.0
00343400, Furman University,288.0
00343500, Lander University,94.0
00343600, Limestone College,1.0
00343800, Medical University of South Carolina,725.0
00343900, Morris College,
00344000, Newberry College,77.0
00344100, North Greenville University,
00344500, Presbyterian College,85.0
00344600, South Carolina State University,28.0
00344700, Spartanburg Methodist College,
00344800, University of South Carolina - Columbia,876.0
00344900, University of South Carolina - Aiken,56.0
00345000, University of South Carolina - Beaufort,
00345100, Coastal Carolina University,72.0
00345500, Voorhees College,
00345600, Winthrop University,220.0
00345700, Wofford College,
00345800, Augustana University,225.0
00345900, Black Hills State University,247.0
00346100, Dakota Wesleyan University,69.0
00346300, Dakota State University,175.0
00346500, Mount Marty College,172.0
00346600, Northern State University,298.0
00346700, Presentation College,59.0
00346900, University of Sioux Falls,146.0
00347000, South Dakota School of Mines & Technology,192.0
00347100, South Dakota State University,701.0
00347400, University of South Dakota,766.0
00347700, Aquinas College,
00347800, Austin Peay State University,79.0
00347900, Belmont University,118.0
00348000, Bethel University,7.0
00348100, Carson - Newman University,127.0
00348200, Christian Brothers University,71.0
00348300, Columbia State Community College,
00348400, Covenant College,90.0
00348500, Cumberland University,4.0
00348600, Lipscomb University,77.0
00348700, East Tennessee State University,350.0
00349000, Fisk University,32.0
00349200, Freed Hardeman University,78.0
00349400, Hiwassee College,
00349500, Johnson University,
00349600, King University,71.0
00349900, Lane College,
00350000, Lee University,338.0
00350100, LeMoyne - Owen College,
00350200, Lincoln Memorial University,50.0
00350400, Martin Methodist College,
00350500, Maryville College,120.0
00350600, Meharry Medical College,249.0
00350700, Memphis College of Art,
00350900, University of Memphis (The),184.0
00351000, Middle Tennessee State University,271.0
00351100, Milligan College,150.0
00351700, Southern College of Optometry,448.0
00351800, Southern Adventist University,215.0
00351900, Rhodes College,272.0
00352200, Tennessee State University,213.0
00352300, Tennessee Technological University,95.0
00352400, Tennessee Temple University,57.0
00352500, Tennessee Wesleyan College,
00352600, Trevecca Nazarene University,307.0
00352700, Tusculum College,4.0
00352800, Union University,7.0
00352900, University of Tennessee - Chattanooga,168.0
00353000, University of Tennessee,1292.0
00353100, University of Tennessee - Martin,285.0
00353400, University of the South (The),93.0
00353500, Vanderbilt University,648.0
00353600, Bryan College,76.0
00353700, Abilene Christian University,111.0
00353900, Alvin Community College,
00354000, Amarillo College,
00354100, Angelo State University,16.0
00354300, Austin College,151.0
00354500, Baylor University,242.0
00354600, Coastal Bend College,
00354900, Blinn College,
00355300, Cisco College,
00355400, Clarendon College,
00355700, Concordia University Texas,
00355800, North Central Texas College,
00356000, Dallas Baptist University,
00356100, Cedar Valley College,
00356300, Del Mar College,
00356400, East Texas Baptist University,36.0
00356500, Texas A&M University - Commerce,52.0
00356800, Frank Phillips College,
00357000, Grayson  County College,
00357100, Hardin-Simmons University,45.0
00357200, Trinity Valley Community College,
00357300, Hill College,
00357400, Howard County Junior College District,
00357500, Howard Payne University,23.0
00357600, Houston Baptist University,
00357700, Huston - Tillotson University,
00357800, University of the Incarnate Word,125.0
00357900, Jacksonville College,
00358000, Kilgore College,
00358100, Lamar University,32.0
00358200, Laredo Community College,
00358300, Lee College,
00358400, LeTourneau University,260.0
00358600, Lubbock Christian University,137.0
00358800, University of Mary Hardin-Baylor,26.0
00359000, McLennan Community College,
00359100, McMurry University,27.0
00359200, Midwestern State University,
00359300, Navarro College,
00359400, University of North Texas,33.0
00359600, Odessa College,
00359800, Our Lady of The Lake University,125.0
00359900, University of Texas - Rio Grande Valley,119.0
00360000, Panola College,
00360100, Paris Junior College,
00360200, Paul Quinn College,
00360300, Ranger College,
00360400, Rice University,404.0
00360600, Sam Houston State University,28.0
00360900, San Jacinto Community College District,
00361000, Schreiner University,
00361100, South Plains College,
00361200, University of Houston - Downtown,
00361300, Southern Methodist University,126.0
00361400, Southwest Texas Junior College,
00361500, Texas State University,
00361600, Southwestern Assemblies of God University,13.0
00361800, Southwestern Christian College,
00361900, Southwestern Adventist University,9.0
00362000, Southwestern University,134.0
00362100, St. Edward's University,88.0
00362300, Saint Mary's University,331.0
00362400, Stephen F Austin State University,44.0
00362500, Sul Ross State University,2.0
00362600, Tarrant County College District,
00362700, Temple College,
00362800, Texarkana College,
00363000, Prairie View Agricultural & Mechanical University,
00363100, Tarleton State University,
00363200, Texas A&M University,1524.0
00363400, Texas State Technical College,
00363500, Texas Chiropractic College,
00363600, Texas Christian University,209.0
00363700, Jarvis Christian College,24.0
00363800, Texas College,
00363900, Texas A&M University - Kingsville,1.0
00364100, Texas Lutheran University,413.0
00364200, Texas Southern University,
00364400, Texas Tech University,64.0
00364500, Texas Wesleyan University,
00364600, Texas Woman's University,83.0
00364700, Trinity University,223.0
00364800, Tyler Junior College,
00365100, University of Dallas,92.0
00365200, University of Houston,18.0
00365400, University of Saint Thomas,7.0
00365600, University of Texas at Arlington,205.0
00365800, University of Texas at Austin,2903.0
00365900, University of Texas Health Science Center at San Antonio,537.0
00366100, University of Texas at El Paso,35.0
00366200, Victoria College,
00366300, Wayland Baptist University,20.0
00366400, Weatherford College,
00366500, West Texas A&M University,
00366800, Wharton County Junior College,
00366900, Wiley College,9.0
00367100, Dixie State University,94.0
00367400, Stevens Henager College,10.0
00367500, University of Utah,1888.0
00367700, Utah State University,526.0
00367800, Southern Utah University,95.0
00367900, Snow College,
00368000, Weber State University,299.0
00368100, Westminster College,251.0
00368200, Bennington College,
00368300, Castleton University,201.0
00368400, Champlain College,345.0
00368500, College of Saint Joseph,12.0
00368600, Goddard College,24.0
00368700, Green Mountain College,
00368800, Johnson State College,193.0
